cve_ent,cve_mun,cve_loc,nom_loc
"30	","066	","9999	","Localidad no especificada"
"30	","067	","0000	","Filomeno Mata"
"30	","067	","0001	","Filomeno Mata"
"30	","067	","9999	","Localidad no especificada"
"30	","068	","0000	","Fortín"
"30	","068	","0001	","Fortín de las Flores"
"30	","068	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","068	","9999	","Localidad no especificada"
"30	","069	","0000	","Gutiérrez Zamora"
"30	","069	","0001	","Gutiérrez Zamora"
"30	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","069	","9999	","Localidad no especificada"
"30	","070	","0000	","Hidalgotitlán"
"30	","070	","0001	","Hidalgotitlán"
"30	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","070	","9999	","Localidad no especificada"
"30	","071	","0000	","Huatusco"
"30	","071	","0001	","Huatusco de Chicuellar"
"30	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","071	","9999	","Localidad no especificada"
"30	","072	","0000	","Huayacocotla"
"30	","072	","0001	","Huayacocotla"
"30	","072	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","073	","0000	","Hueyapan de Ocampo"
"30	","073	","0001	","Hueyapan de Ocampo"
"30	","073	","0022	","Juan Díaz Covarrubias"
"30	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","074	","0000	","Huiloapan de Cuauhtémoc"
"30	","074	","0001	","Huiloapan de Cuauhtémoc"
"30	","074	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","075	","0000	","Ignacio de la Llave"
"30	","075	","0001	","Ignacio de la Llave"
"30	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","077	","0000	","Isla"
"30	","077	","0001	","Isla"
"30	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","078	","0000	","Ixcatepec"
"30	","078	","0001	","Ixcatepec"
"30	","079	","0000	","Ixhuacán de los Reyes"
"30	","079	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","080	","0000	","Ixhuatlán del Café"
"30	","080	","0001	","Ixhuatlán del Café"
"30	","080	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","081	","0000	","Ixhuatlancillo"
"30	","081	","0001	","Ixhuatlancillo"
"30	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","081	","9999	","Localidad no especificada"
"30	","082	","0000	","Ixhuatlán del Sureste"
"30	","082	","0001	","Ixhuatlán del Sureste"
"30	","082	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","082	","9999	","Localidad no especificada"
"30	","083	","0000	","Ixhuatlán de Madero"
"30	","083	","0001	","Ixhuatlán de Madero"
"30	","083	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","084	","0000	","Ixmatlahuacan"
"30	","084	","0001	","Ixmatlahuacan"
"30	","084	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","084	","9999	","Localidad no especificada"
"30	","085	","0000	","Ixtaczoquitlán"
"30	","085	","0001	","Ixtaczoquitlán"
"30	","085	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","085	","9999	","Localidad no especificada"
"30	","086	","0000	","Jalacingo"
"30	","086	","0001	","Jalacingo"
"30	","086	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","086	","9999	","Localidad no especificada"
"30	","087	","0000	","Xalapa"
"30	","087	","0001	","Xalapa-Enríquez"
"30	","087	","0018	","El Castillo"
"30	","087	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","087	","9999	","Localidad no especificada"
"30	","088	","0000	","Jalcomulco"
"30	","088	","0001	","Jalcomulco"
"30	","088	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","089	","0000	","Jáltipan"
"30	","089	","0001	","Jáltipan de Morelos"
"30	","089	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","089	","9999	","Localidad no especificada"
"30	","090	","0000	","Jamapa"
"30	","090	","0001	","Jamapa"
"30	","090	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","091	","0000	","Jesús Carranza"
"30	","091	","0001	","Jesús Carranza"
"30	","091	","0053	","Suchilapan del Río"
"30	","091	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","091	","9999	","Localidad no especificada"
"30	","092	","0000	","Xico"
"30	","092	","0001	","Xico"
"30	","092	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","092	","9999	","Localidad no especificada"
"30	","093	","0000	","Jilotepec"
"30	","093	","0001	","Jilotepec"
"30	","093	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","093	","9999	","Localidad no especificada"
"30	","094	","0000	","Juan Rodríguez Clara"
"30	","094	","0001	","Juan Rodríguez Clara"
"30	","094	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","095	","0000	","Juchique de Ferrer"
"30	","095	","0001	","Juchique de Ferrer"
"30	","095	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","096	","0000	","Landero y Coss"
"30	","096	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","097	","0000	","Lerdo de Tejada"
"30	","097	","0001	","Lerdo de Tejada"
"30	","097	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","097	","9999	","Localidad no especificada"
"30	","098	","0000	","Magdalena"
"30	","098	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","099	","0000	","Maltrata"
"30	","099	","0001	","Maltrata"
"30	","099	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","100	","0000	","Manlio Fabio Altamirano"
"30	","100	","0001	","Manlio Fabio Altamirano"
"30	","100	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","100	","9999	","Localidad no especificada"
"30	","101	","0000	","Mariano Escobedo"
"30	","101	","0001	","Mariano Escobedo"
"30	","101	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","102	","0000	","Martínez de la Torre"
"30	","102	","0001	","Martínez de la Torre"
"30	","102	","0030	","Independencia"
"30	","102	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","102	","9999	","Localidad no especificada"
"30	","103	","0000	","Mecatlán"
"30	","103	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","104	","0000	","Mecayapan"
"30	","104	","0001	","Mecayapan"
"30	","104	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","105	","0000	","Medellín de Bravo"
"30	","105	","0001	","Medellín"
"30	","105	","0074	","El Tejar"
"30	","105	","0273	","Fraccionamiento Puente Moreno"
"30	","105	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","106	","0000	","Miahuatlán"
"30	","106	","0001	","Miahuatlán"
"30	","106	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","106	","9999	","Localidad no especificada"
"30	","108	","0000	","Minatitlán"
"30	","108	","0001	","Minatitlán"
"30	","108	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","108	","9999	","Localidad no especificada"
"30	","109	","0000	","Misantla"
"30	","109	","0001	","Misantla"
"30	","109	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","109	","9999	","Localidad no especificada"
"30	","110	","0000	","Mixtla de Altamirano"
"30	","110	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","110	","9999	","Localidad no especificada"
"30	","111	","0000	","Moloacán"
"30	","111	","0001	","Moloacán"
"30	","111	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","112	","0000	","Naolinco"
"30	","112	","0001	","Naolinco de Victoria"
"30	","112	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","113	","0000	","Naranjal"
"30	","113	","0001	","Naranjal"
"30	","113	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","114	","0000	","Nautla"
"30	","114	","0001	","Nautla"
"30	","114	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","115	","0000	","Nogales"
"30	","115	","0001	","Nogales"
"30	","115	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","116	","0000	","Oluta"
"30	","116	","0001	","Oluta"
"30	","116	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","117	","0000	","Omealca"
"30	","117	","0001	","Omealca"
"30	","117	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","118	","0000	","Orizaba"
"30	","118	","0001	","Orizaba"
"30	","118	","9999	","Localidad no especificada"
"30	","119	","0000	","Otatitlán"
"30	","119	","0001	","Otatitlán"
"30	","119	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","120	","0000	","Oteapan"
"30	","120	","0001	","Oteapan"
"30	","120	","9999	","Localidad no especificada"
"30	","121	","0000	","Ozuluama de Mascareñas"
"30	","121	","0001	","Ozuluama de Mascareñas"
"30	","121	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","122	","0000	","Pajapan"
"30	","122	","0001	","Pajapan"
"30	","122	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","123	","0000	","Pánuco"
"30	","123	","0001	","Pánuco"
"30	","123	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","123	","9999	","Localidad no especificada"
"30	","124	","0000	","Papantla"
"30	","124	","0001	","Papantla de Olarte"
"30	","124	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","124	","9999	","Localidad no especificada"
"30	","125	","0000	","Paso del Macho"
"30	","125	","0001	","Paso del Macho"
"30	","125	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","126	","0000	","Paso de Ovejas"
"30	","126	","0001	","Paso de Ovejas"
"30	","126	","0035	","Puente Jula"
"30	","126	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","126	","9999	","Localidad no especificada"
"30	","127	","0000	","La Perla"
"30	","127	","0001	","La Perla"
"30	","127	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","128	","0000	","Perote"
"30	","128	","0001	","Perote"
"30	","128	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","129	","0000	","Platón Sánchez"
"30	","129	","0001	","Platón Sánchez"
"30	","129	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","129	","9999	","Localidad no especificada"
"30	","130	","0000	","Playa Vicente"
"30	","130	","0001	","Playa Vicente"
"30	","130	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","130	","9999	","Localidad no especificada"
"30	","131	","0000	","Poza Rica de Hidalgo"
"30	","131	","0001	","Poza Rica de Hidalgo"
"30	","131	","9999	","Localidad no especificada"
"30	","132	","0000	","Las Vigas de Ramírez"
"30	","132	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","133	","0000	","Pueblo Viejo"
"30	","133	","0001	","Cd. Cuauhtémoc"
"30	","133	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","133	","9999	","Localidad no especificada"
"30	","134	","0000	","Puente Nacional"
"30	","134	","0001	","Puente Nacional"
"30	","134	","0003	","Cabezas"
"30	","134	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","134	","9999	","Localidad no especificada"
"30	","135	","0000	","Rafael Delgado"
"30	","135	","0001	","Rafael Delgado"
"30	","135	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","135	","9999	","Localidad no especificada"
"30	","136	","0000	","Rafael Lucio"
"30	","136	","0001	","Rafael Lucio"
"30	","136	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","136	","9999	","Localidad no especificada"
"30	","137	","0000	","Los Reyes"
"30	","137	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","138	","0000	","Río Blanco"
"30	","138	","0001	","Río Blanco"
"30	","139	","0000	","Saltabarranca"
"30	","139	","0001	","Saltabarranca"
"30	","139	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","140	","0000	","San Andrés Tenejapan"
"30	","140	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","141	","0000	","San Andrés Tuxtla"
"30	","141	","0001	","San Andrés Tuxtla"
"30	","141	","0016	","Calería"
"30	","141	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","141	","9999	","Localidad no especificada"
"30	","142	","0000	","San Juan Evangelista"
"30	","142	","0001	","San Juan Evangelista"
"30	","142	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","142	","9999	","Localidad no especificada"
"30	","143	","0000	","Santiago Tuxtla"
"30	","143	","0001	","Santiago Tuxtla"
"30	","143	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","143	","9999	","Localidad no especificada"
"30	","144	","0000	","Sayula de Alemán"
"30	","144	","0001	","Sayula de Alemán"
"30	","144	","0004	","Aguilera"
"30	","144	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","144	","9999	","Localidad no especificada"
"30	","145	","0000	","Soconusco"
"30	","145	","0001	","Soconusco"
"30	","145	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","146	","0000	","Sochiapa"
"30	","146	","0001	","Sochiapa"
"30	","146	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","146	","9999	","Localidad no especificada"
"30	","147	","0000	","Soledad Atzompa"
"30	","147	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","148	","0000	","Soledad de Doblado"
"30	","148	","0001	","Soledad de Doblado"
"30	","148	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","148	","9999	","Localidad no especificada"
"30	","149	","0000	","Soteapan"
"30	","149	","0001	","Soteapan"
"30	","149	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","150	","0000	","Tamalín"
"30	","150	","0001	","Tamalín"
"30	","150	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","151	","0000	","Tamiahua"
"30	","151	","0001	","Tamiahua"
"30	","151	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","152	","0000	","Tampico Alto"
"30	","152	","0001	","Tampico Alto"
"30	","153	","0000	","Tancoco"
"30	","153	","0001	","Tancoco"
"30	","153	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","154	","0000	","Tantima"
"30	","154	","0001	","Tantima"
"30	","154	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","154	","9999	","Localidad no especificada"
"30	","155	","0000	","Tantoyuca"
"30	","155	","0001	","Tantoyuca"
"30	","155	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","155	","9999	","Localidad no especificada"
"30	","157	","0000	","Castillo de Teayo"
"30	","157	","0001	","Castillo de Teayo"
"30	","157	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","158	","0000	","Tecolutla"
"30	","158	","0001	","Tecolutla"
"30	","158	","0005	","Casitas"
"30	","158	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","159	","0000	","Tehuipango"
"30	","159	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","160	","0000	","Álamo Temapache"
"30	","160	","0001	","Álamo"
"30	","160	","0132	","Tierra Blanca Booxter"
"30	","160	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","160	","9999	","Localidad no especificada"
"30	","161	","0000	","Tempoal"
"30	","161	","0001	","Tempoal de Sánchez"
"30	","161	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","161	","9999	","Localidad no especificada"
"30	","162	","0000	","Tenampa"
"30	","162	","0001	","Tenampa"
"30	","162	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","163	","0000	","Tenochtitlán"
"30	","163	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","164	","0000	","Teocelo"
"30	","164	","0001	","Teocelo"
"30	","164	","9999	","Localidad no especificada"
"30	","166	","0000	","Tepetlán"
"30	","166	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","167	","0000	","Tepetzintla"
"30	","167	","0001	","Tepetzintla"
"30	","167	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","168	","0000	","Tequila"
"30	","168	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","168	","9999	","Localidad no especificada"
"30	","169	","0000	","José Azueta"
"30	","169	","0001	","Villa Azueta"
"30	","169	","0041	","Linda Vista"
"30	","169	","0078	","Tenejapan (Tenejapan de Mata)"
"30	","169	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","170	","0000	","Texcatepec"
"30	","170	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","171	","0000	","Texhuacán"
"30	","171	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","172	","0000	","Texistepec"
"30	","172	","0001	","Texistepec"
"30	","172	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","172	","9999	","Localidad no especificada"
"30	","173	","0000	","Tezonapa"
"30	","173	","0001	","Tezonapa"
"30	","173	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","174	","0000	","Tierra Blanca"
"30	","174	","0001	","Tierra Blanca"
"30	","174	","0042	","Joachín"
"30	","174	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","174	","9999	","Localidad no especificada"
"30	","175	","0000	","Tihuatlán"
"30	","175	","0001	","Tihuatlán"
"30	","175	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","175	","9999	","Localidad no especificada"
"30	","176	","0000	","Tlacojalpan"
"30	","176	","0001	","Tlacojalpan"
"30	","176	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","176	","9999	","Localidad no especificada"
"30	","178	","0000	","Tlacotalpan"
"30	","178	","0001	","Tlacotalpan"
"30	","178	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","178	","9999	","Localidad no especificada"
"30	","179	","0000	","Tlacotepec de Mejía"
"30	","179	","0001	","Tlacotepec de Mejía"
"30	","179	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","180	","0000	","Tlachichilco"
"30	","180	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","181	","0000	","Tlalixcoyan"
"30	","181	","0001	","Tlalixcoyan"
"30	","181	","0017	","El Cocuite"
"30	","181	","0071	","Piedras Negras"
"30	","181	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","181	","9999	","Localidad no especificada"
"30	","182	","0000	","Tlalnelhuayocan"
"30	","182	","0001	","Tlalnelhuayocan"
"30	","182	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","182	","9999	","Localidad no especificada"
"30	","183	","0000	","Tlapacoyan"
"30	","183	","0001	","Tlapacoyan"
"30	","183	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","183	","9999	","Localidad no especificada"
"30	","184	","0000	","Tlaquilpa"
"30	","184	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","184	","9999	","Localidad no especificada"
"30	","185	","0000	","Tlilapan"
"30	","185	","0001	","Tlilapan"
"30	","185	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","186	","0000	","Tomatlán"
"30	","186	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","187	","0000	","Tonayán"
"30	","187	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","188	","0000	","Totutla"
"30	","188	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","189	","0000	","Tuxpan"
"30	","189	","0001	","Túxpam de Rodríguez Cano"
"30	","189	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","189	","9999	","Localidad no especificada"
"30	","190	","0000	","Tuxtilla"
"30	","190	","0001	","Tuxtilla"
"30	","190	","9999	","Localidad no especificada"
"30	","191	","0000	","Ursulo Galván"
"30	","191	","0001	","Ursulo Galván"
"30	","191	","0003	","Barra de Chachalacas"
"30	","191	","0020	","Zempoala"
"30	","191	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","192	","0000	","Vega de Alatorre"
"30	","192	","0001	","Vega de Alatorre"
"30	","192	","0016	","Emilio Carranza"
"30	","192	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","192	","9999	","Localidad no especificada"
"30	","193	","0000	","Veracruz"
"30	","193	","0001	","Veracruz"
"30	","193	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","193	","9999	","Localidad no especificada"
"30	","194	","0000	","Villa Aldama"
"30	","194	","0001	","Villa Aldama"
"30	","194	","0003	","Cerro de León"
"30	","194	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","195	","0000	","Xoxocotla"
"30	","195	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","195	","9999	","Localidad no especificada"
"30	","196	","0000	","Yanga"
"30	","196	","0001	","Yanga"
"30	","196	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","196	","9999	","Localidad no especificada"
"30	","197	","0000	","Yecuatla"
"30	","197	","0001	","Yecuatla"
"30	","197	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","197	","9999	","Localidad no especificada"
"30	","198	","0000	","Zacualpan"
"30	","198	","0001	","Zacualpan"
"30	","198	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","198	","9999	","Localidad no especificada"
"30	","199	","0000	","Zaragoza"
"30	","199	","0001	","Zaragoza"
"30	","199	","9999	","Localidad no especificada"
"30	","200	","0000	","Zentla"
"30	","200	","0001	","Colonia Manuel González"
"30	","200	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","201	","0000	","Zongolica"
"30	","201	","0001	","Zongolica"
"30	","201	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","201	","9999	","Localidad no especificada"
"30	","202	","0000	","Zontecomatlán de López y Fuentes"
"30	","202	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","203	","0000	","Zozocolco de Hidalgo"
"30	","203	","0001	","Zozocolco de Hidalgo"
"30	","203	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","204	","0000	","Agua Dulce"
"30	","204	","0001	","Agua Dulce"
"30	","204	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","204	","9999	","Localidad no especificada"
"30	","205	","0000	","El Higo"
"30	","205	","0001	","El Higo"
"30	","205	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","205	","9999	","Localidad no especificada"
"30	","206	","0000	","Nanchital de Lázaro Cárdenas del Río"
"30	","206	","0001	","Nanchital de Lázaro Cárdenas del Río"
"30	","206	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","206	","9999	","Localidad no especificada"
"30	","207	","0000	","Tres Valles"
"30	","207	","0001	","Tres Valles"
"30	","207	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","207	","9999	","Localidad no especificada"
"30	","208	","0000	","Carlos A. Carrillo"
"30	","208	","0001	","Carlos A. Carrillo"
"30	","208	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","208	","9999	","Localidad no especificada"
"30	","209	","0000	","Tatahuicapan de Juárez"
"30	","209	","0001	","Tatahuicapan"
"30	","209	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","210	","0000	","Uxpanapa"
"30	","210	","0001	","Poblado 10"
"30	","210	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","210	","9999	","Localidad no especificada"
"30	","211	","0000	","San Rafael"
"30	","211	","0001	","San Rafael"
"30	","211	","0053	","Guadalupe Victoria"
"30	","211	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","211	","9999	","Localidad no especificada"
"30	","212	","0000	","Santiago Sochiapan"
"30	","212	","0001	","Xochiapa"
"30	","212	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"30	","998	","0000	","No aplica"
"30	","999	","0000	","Municipio no especificado"
"30	","999	","9999	","Localidad no especificada"
"31	","000	","0000	","Yucatán"
"31	","001	","0000	","Abalá"
"31	","001	","0001	","Abalá"
"31	","001	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","002	","0000	","Acanceh"
"31	","002	","0001	","Acanceh"
"31	","002	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","003	","0000	","Akil"
"31	","003	","0001	","Akil"
"31	","003	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","004	","0000	","Baca"
"31	","004	","0001	","Baca"
"31	","004	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","005	","0000	","Bokobá"
"31	","005	","0001	","Bokobá"
"31	","005	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","006	","0000	","Buctzotz"
"31	","006	","0001	","Buctzotz"
"31	","006	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","007	","0000	","Cacalchén"
"31	","007	","0001	","Cacalchén"
"31	","008	","0000	","Calotmul"
"31	","008	","0001	","Calotmul"
"31	","008	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","009	","0000	","Cansahcab"
"31	","009	","0001	","Cansahcab"
"31	","010	","0000	","Cantamayec"
"31	","010	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","011	","0000	","Celestún"
"31	","011	","0001	","Celestún"
"31	","012	","0000	","Cenotillo"
"31	","012	","0001	","Cenotillo"
"31	","012	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","013	","0000	","Conkal"
"31	","013	","0001	","Conkal"
"31	","014	","0000	","Cuncunul"
"31	","014	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","015	","0000	","Cuzamá"
"31	","015	","0001	","Cuzamá"
"31	","015	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","016	","0000	","Chacsinkín"
"31	","016	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","017	","0000	","Chankom"
"31	","017	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","018	","0000	","Chapab"
"31	","018	","0001	","Chapab"
"31	","018	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","019	","0000	","Chemax"
"31	","019	","0001	","Chemax"
"31	","019	","0063	","X-Can"
"31	","019	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","020	","0000	","Chicxulub Pueblo"
"31	","020	","0001	","Chicxulub Pueblo"
"31	","020	","9999	","Localidad no especificada"
"31	","021	","0000	","Chichimilá"
"31	","021	","0001	","Chichimilá"
"31	","021	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","022	","0000	","Chikindzonot"
"31	","022	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","023	","0000	","Chocholá"
"31	","023	","0001	","Chocholá"
"31	","023	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","024	","0000	","Chumayel"
"31	","024	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","025	","0000	","Dzán"
"31	","025	","0001	","Dzan"
"31	","025	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","026	","0000	","Dzemul"
"31	","026	","0001	","Dzemul"
"31	","027	","0000	","Dzidzantún"
"31	","027	","0001	","Dzidzantún"
"31	","027	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"31	","028	","0000	","Dzilam de Bravo"
